TEXT_REMARKS,ACTION_CATEGORY,PREDICTED_DEPARTMENT,CONFIDENCE_SCORE,CONFIDENCE_RANGE,MATCH_STATUS,IS_MATCH
Instantaneous Values of Neutral and Phase current is Mismatching as compare with Reference Meter photographs has been attached for reference therefore same is defective and replacement required for the same Contacted Person Roy,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
meter mdi not recorded as per connected load so Meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
meter RTc failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter calebration pluse abnormal belinking on without load and meter terminal found melt at the time of testing so meter need replacement required Discuss with consumer sh sonu phone no,Meter Replacement / Installation Team,Meter Replacement / Installation Team,68.89,75-50% Medium,Correct,TRUE
Instantaneous Values of Neutral and Phase current is Mismatching as compare with Reference Meter photographs has been attached for reference therefore same is defective and replacement required for the same Contacted Person Neeraj Kumar,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter Rtc Fail So Meter Defective Needs to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.91,100-90% Very High,Correct,TRUE
Meter display is faulty so meter is defective need to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
Meter RTC fail as the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
meter tested as per safty norms meter calibration pulse abnormal blinking so meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,96.9,100-90% Very High,Correct,TRUE
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
METER RTC Fail So Meter Is Defective Need Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
meter calibration pulse abnormal blinking at the time of testing so Meter defective meter need to replacment,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.92,100-90% Very High,Correct,TRUE
Instantaneous Values of Neutral and Phase current is Mismatching as compare with Reference Meter photographs has been attached for reference therefore same is defective and replacement required for the sameAlso Seven Segment display is defective,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
Meter calibration pulse is blinking abnormal at the time of testing So Meter is Defective need to be Replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.88,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter RTC Failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTc fail at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.85,100-90% Very High,Correct,TRUE
Seven Segment display found defective therefore same needs to be replace under defective category Photograph has been attached for reference,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.84,100-90% Very High,Correct,TRUE
meter calibration pulse abnormal blinking at the time of testing so meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.75,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
No Display at the time of testing so meter need replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.99,100-90% Very High,Correct,TRUE
Meter display Segment is found defective so Meter is Defective needs to be replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.94,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter display segments are not properly visible so meter is defective and need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
Earth LED found ON even on External Load KW hence meter is defective and replacement required for the same,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.95,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter abnormal pulse blinking so meter defective need replacement,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.39,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter calibration pulse abnormal blinking at the time of testing so meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.75,100-90% Very High,Correct,TRUE
Meter RTC fail at the time of the testingso meter is defective meter needs to replace,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.72,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
Meter RTC failed at the time of testing so meter need to be change,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.93,100-90% Very High,Correct,TRUE
Meter RTC Fail at the time of testing So meter needs to replacement required,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.97,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
meter RTC failed at the time of testing so meter need to be changed,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.68,100-90% Very High,Correct,TRUE
ELT SHOWING IN EXTERNAL LOAD SO METER REPLACEMENT REQUIRED AT SITE,Meter Replacement / Installation Team,Meter Replacement / Installation Team,99.96,100-90% Very High,Correct,TRUE
